suite,name,summary,precondition,step_number,step,expectedresult
mcoin,mcoin 전환_008,mcoin 전환하기,어드민에서 전환 비율 3:1로 설정,7,"1. 1,000 수량 입력
2. 계산하기 버튼 클릭
3. 전환 예정 mcoin 확인",전환 예정 mcoin 수량 333 으로 노출된다.
mcoin,mcoin 전환_009,mcoin 전환하기,,8,"1. 계산하기 버튼 클릭
2. 전환 수량 확인
3. 전환하기 버튼 클릭","전환 확인 팝업 노출
전환하고 난 후에 전환취소가 불가합니다.
M.Coin코인으로 전환하시겠습니까? 
 [취소] [확인] 버튼"
mcoin,mcoin 전환_010,mcoin 전환하기,전환 확인 팝업 노출 상태,9,1. 취소 버튼 클릭,팝업이 닫히며 현재 화면이 유지된다.
mcoin,mcoin 전환_011,mcoin 전환하기,전환 확인 팝업 노출 상태,10,1. 확인 버튼 클릭,mcoin 전환 완료 처리가 이루어지며 전환 가능 코인 조회 페이지로 이동된다.
mcoin,mcoin 전환_012,이전 버튼,,11,1. 이전 버튼 클릭,전환 가능 코인 조회 페이지로 이동된다.
mcoin,소멸 예정 메일_001,템플릿 메일 제목,,1,1. 소멸 예정 메일 제목 확인,메일 제목 : (공지) M.coin 멤버쉽에서 소멸예정 코인을 알려드립니다.
mcoin,소멸 예정 메일_002,발신 주소,,2,1. 소멸 예정 메일 발신 주소 확인,발신 주소 : no_reply@marvrus.com
mcoin,소멸 예정 메일_003,발송 시점과 발송 기준,,3,1. 소멸 예정 메일 발송 시점과 발송 기준 확인,"발송 시점 : 매월 2일 오전 7시에 발송
발송 기준 : 해당 발송일자 기준 향후 3개월 간 소멸예정 m.coin 보유 대상자 회원"
mcoin,소멸 예정 메일_004,소멸 예정 메일 발송 확인,"1. 소멸 대상 코인 기준은 적립 일 기준 12개월이 경과 된 미사용 코인

2. api 개발 요청 or 서버팀에게 요청하여 테스트 시 필요한 계정의 mcoin 의 미사용 기간을 12개월 후로 연장시킨다.",4,1. 소멸 예정 메일을 발송 시킨다. (api or 서버팀에게 요청),사전조건으로 소멸 예정 메일 발송 기준에 맞춰놓은 계정의 이메일로 소멸 예정 메일이 정상적으로 발송된다.
mcoin,소멸 예정 메일 UI 확인_001,메일 템플릿,,1,1. 메일 템플릿 UI 확인,"- 타이틀 : M.COIN 멤버쉽 소멸 예정 안내
M.Coin멤버십 소멸예정 코인 안내 드립니다.
고객님의 소중한 코인 중 일부가 아래와 같이 소멸 예정입니다.
확인하시어 미리 사용해 주시기 바랍니다.
- 보유 현황 안내 문구 : [보유 M.Coin 현황은 $2023년 03월 2일$ 기준입니다]
- 발송일 기준 사용 가능 코인 출력 영역 : 사용가능 M.Coin : $1,606 C$
- 향후 3개월 간 소멸예정 M.COIN 내역 영역
- 나의 MCOIN 내역 보기 버튼
- M.COIN 안내 문구 영역"
mcoin,소멸 예정 메일 UI 확인_002,메일 템플릿,,2,1. 보유 현황 안내 문구의 날짜 확인,템플릿 보유 현황 안내 문구의 날짜는 메일을 보낸 발송일과 동일하게 출력된다.
mcoin,소멸 예정 메일 UI 확인_003,메일 템플릿,,3,1. 사용 가능 코인,메일 템플릿에 노출된 사용 가능 코인과 내 계정의 코인의 수량이 일치한다.
mcoin,소멸 예정 메일 UI 확인_004,메일 템플릿,,4,"1. 3개월 간 코인 소멸 내역
2. 달별 소멸예정 코인 합계 수량 확인",템플릿의 합계 수량과 마이페이지의 월별 합계 수량이 일치한다.
mcoin,소멸 예정 메일 UI 확인_005,메일 템플릿,1. 마블러스 서비스에 로그아웃 된 상태,5,"1. 나의 M.코인 내역 보기 버튼 클릭
2. 페이지 노출 확인",통합회원 로그인 페이지가 노출된다.
mcoin,소멸 예정 메일 UI 확인_006,메일 템플릿,"1. 마블러스 서비스에 로그아웃 된 상태
2. M코인 내역 보기 버튼 클릭하여 통합회원 로그인 페이지가 노출 된 상태",6,"1. 로그인 실행
2. 페이지 노출 확인",나의 M코인 내역 페이지가 노출된다.
mcoin,소멸 예정 메일 UI 확인_007,메일 템플릿,1. 마블러스 서비스에 로그인이 된 상태,7,"1. 나의 M.코인 내역 보기 버튼 클릭
2. 페이지 노출 확인",나의 M코인 내역 페이지가 노출된다.
