suite,name,summary,precondition,step_number,step,expectedresult
홈 ,목록_009,인기 에피소드,,1,"1. 홈 진입 상태
2. 인기 에피소드 영역 > 감상형 컨텐츠 클릭","해당 컨텐츠 학습페이지 진입되며 컨텐츠명이 영어로 재생된다.

 - 컨텐츠 이미지
 - 컨텐츠 명 (영어, 한글)
 - 관련 태그
 - 안내 문구 : 최적의 체험을 위해 5G 속도 및 VR 환경을 권장하며 사용하는 휴대폰 기종과 인터넷 연결 속도에 따라 로딩 시간이 발생할 수 있습니다."
내정보,내정보 진입_001,,,1,1. 하단 메뉴 탭에서 내정보 클릭,내정보 페이지로 이동된다.
내정보 ,내정보 페이지_001,ui 확인,,1,1. 페이지 ui 확인,"- 계정정보 노출 영역
- 설정 버튼
- 이벤트 버튼
- 쿠폰함 버튼
- faq 버튼"
내정보 ,계정정보_001,,,1,1. 계정정보 노출 영역 확인,가입 시 기입한 이름과 이메일이 노출된다.
내정보,설정_001,설정 진입,,1,1. 설정 버튼 클릭,설정 페이지로 이동된다.
내정보,설정_002,설정 페이지 ui 확인,,1,1. 설정 페이지 ui 확인,"- 뒤로가기 버튼
- 프로필 수정 버튼
- 비밀번호 변경 버튼
- 휴대폰 번호 변경 버튼
- 등록된 기기 버튼
- sns 팔로우하기 버튼
- 서비스 약관 / 개인정보 방침 버튼
- 로그아웃 / 탈퇴하기 버튼"
내정보,설정_003,프로필 수정,,1,1. 프로필 수정 버튼 클릭,프로필 수정 페이지로 이동된다.
내정보,설정_004,프로필 수정,프로필 수정 페이지 진입,1,1. 프로필 수정 페이지 확인,"- 생년월일 입력 필드
- 이메일 입력 필드
- 변경하기 버튼"
내정보,설정_005,프로필 수정,프로필 수정 페이지 진입,1,1. 생년월일 입력 필드 선택,선택 시 숫자 키패드가 노출된다.
내정보,설정_006,프로필 수정,프로필 수정 페이지 진입,1,"1. 생년월일 입력 필드 선택
2. 숫자 입력",숫자 입력이 정상적으로 이루어진다.
내정보,설정_007,프로필 수정,프로필 수정 페이지 진입,1,1. 이메일 주소 입력 필드 선택,선택 시 키패드가 노출된다.
내정보,설정_008,프로필 수정,프로필 수정 페이지 진입,1,"1. 이메일 주소 입력 필드 선택
2. 텍스트 입력",이메일 입력이 정상적으로 이루어진다.
내정보,설정_009,프로필 수정,프로필 수정 페이지 진입,1,"1. 필수값 모두 입력
2. 변경하기 버튼 클릭",생년월일과 이메일주소 변경이 이루어진다.
내정보,설정_010,비밀번호 변경,,1,1. 비밀번호 변경 버튼 클릭,비밀번호 변경 페이지로 이동된다.
내정보,설정_011,비밀번호 변경,비밀번호 변경 페이지 진입,1,1. 비밀번호 변경 페이지 ui 확인,"- 현재 비밀번호 입력 필드
- 새로운 비밀번호 입력 필드
- 변경하기 버튼"
내정보,설정_012,비밀번호 변경,비밀번호 변경 페이지 진입,1,1. 현재 비밀번호 입력 필드 선택,선택 시 키패드가 노출된다.
내정보,설정_013,비밀번호 변경,비밀번호 변경 페이지 진입,1,"1. 현재 비밀번호 입력 필드 선택
2. 텍스트 입력",정상적으로 비밀번호 입력이 이루어진다.
내정보,설정_014,비밀번호 변경,비밀번호 변경 페이지 진입,1,1. 새로운 비밀번호 입력 필드 선택,선택 시 키패드가 노출된다.
내정보,설정_015,비밀번호 변경,비밀번호 변경 페이지 진입,1,"1. 새로운 비밀번호 입력 필드 선택
2. 텍스트 입력",정상적으로 비밀번호 입력이 이루어진다.
내정보,설정_016,비밀번호 변경,비밀번호 변경 페이지 진입,1,"1. 필수값 모두 입력
2. 변경하기 버튼 클릭",비밀번호 변경이 정상적으로 이루어진다.
내정보,설정_017,휴대폰 번호 변경,,1,1. 휴대폰 번호 변경 버튼 클릭,휴대폰 번호 변경 페이지로 이동된다.
내정보,설정_018,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,1. 휴대폰 번호 변경 페이지 ui 확인,"- 현대 휴대폰 번호 노출 영역
- 휴대폰번호 입력 필드, 인증번호 받기 버튼
- 인증번호 입력 필드
- 변경하기 버튼"
내정보,설정_019,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,1. 휴대폰번호 입력 필드 선택,선택 시 숫자 키패드가 노출된다.
내정보,설정_020,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,"1. 휴대폰번호 입력 필드 선택
2. 휴대폰 번호 입력",인증번호 받기 버튼이 활성화된다.
내정보,설정_021,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,1. 인증번호 받기 버튼 클릭,입력한 휴대폰 번호로 인증번호 발송이 이루어진다.
내정보,설정_022,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,1. 인증번호 입력 필드 선택,선택 시 키패드가 노출된다.
내정보,설정_023,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,1. 인증번호 입력,입력이 정상적으로 이루어진다.
내정보,설정_024,휴대폰 번호 변경,휴대폰 번호 변경 페이지 진입,1,"1. 필수값 입력
2. 변경하기 버튼 클릭",휴대폰 번호 변경이 이루어진다.
내정보,설정_025,등록된 기기,,1,1. 등록된 기기 버튼 클릭,등록된 기기 페이지로 이동된다.
내정보,설정_026,등록된 기기,등록된 기기 페이지 진입,1,1. 페이지 ui 확인,등록된 기기의 개수와 기기의 상세 정보 영역 노출
내정보,설정_027,sns 팔로우하기,,1,1. sns 팔로우하기 영역 확인,인스타 / 페이스북 / 트위터 버튼 아이콘이 노출된다.
내정보,설정_028,sns 팔로우하기,,1,1. 인스타 아이콘 클릭,마블러스 공식 인스타로 이동된다.
내정보,설정_029,sns 팔로우하기,,1,1. 페이스북 아이콘 클릭,마블러스 공식 페이스북으로 이동된다.
내정보,설정_030,sns 팔로우하기,,1,1. 트위터 아이콘 클릭,마블러스 공식 트위터로 이동된다.
내정보,설정_031,서비스 이용약관,,1,1. 서비스 이용약관 버튼 클릭,서비스 이용약관 페이지로 이동된다.
내정보,설정_032,개인정보 처리방침,,1,1. 개인정보 처리방침 버튼 클릭,개인정보 처리방침 페이지로 이동된다.
내정보,설정_033,로그아웃,,1,1. 로그아웃 버튼 클릭,"로그아웃 팝업이 노출된다.
- 안내문구 : 스피킷에서 로그아웃 하시겠습니까?
- 로그아웃 / 돌아가기 버튼"
내정보,설정_034,로그아웃,로그아웃 팝업 노출,1,1. 돌아가기 버튼 클릭,설정 페이지가 유지된다.
내정보,설정_035,로그아웃,로그아웃 팝업 노출,1,1. 로그아웃 버튼 클릭,로그아웃이 완료되고 로그인 페이지로 이동된다.
내정보,설정_036,탈퇴하기,,1,1. 탈퇴하기 버튼 클릭,탈퇴하기 페이지로 이동된다.
내정보,설정_037,탈퇴하기,,1,1. 탈퇴하기 페이지 ui 확인,"- 안내문구 : 탈퇴하기를 누르면 .... 중략
- 탈퇴하기 / 돌아가기 버튼"
내정보,설정_038,탈퇴하기,탈퇴하기 페이지 진입,1,1. 돌아가기 버튼 클릭,설정페이지로 이동된다.
내정보,설정_039,탈퇴하기,탈퇴하기 페이지 진입,1,1. 탈퇴하기 버튼 클릭,탈퇴가 이루어진다.
내정보,쿠폰함_001,쿠폰함 진입,,1,1. 중상단 쿠폰함 버튼 클릭,쿠폰함 페이지로 이동된다.
내정보,쿠폰함_002,쿠폰함 페이지 ui,,1,1. ui 확인,"- 쿠폰 내역 탭
- 쿠폰 등록 탭
- 뒤로가기 버튼"
내정보,쿠폰함_003,쿠폰 내역 진입,,1,1. 쿠폰 내역 탭 클릭,쿠폰 내역 페이지로 이동된다.
내정보,쿠폰함_004,쿠폰 내역,보유한 쿠폰이 없는 경우,1,1. 쿠폰 내역 확인,"쿠폰이 노출되지 않으며 아래의 안내 문구가 노출된다.
- 안내 문구 : 현재 보유하고 계신 쿠폰이 없습니다."
내정보,쿠폰함_005,쿠폰 내역,보유한 쿠폰이 있는 경우,1,1. 쿠폰 내역 확인,보유 쿠폰이 쿠폰 정보와 함께 노출된다.
내정보,쿠폰함_006,쿠폰 등록 진입,,1,1. 쿠폰 등록 탭 클릭,쿠폰 등록 페이지로 이동된다.
내정보,쿠폰함_007,쿠폰 등록 페이지 ui,,1,1. 페이지 ui 확인,"- 쿠픈 번호 입력 필드
- 등록하기 버튼"
내정보,쿠폰함_008,쿠폰 등록,,1,"1. 쿠폰 등록 입력 필드 선택
2. 번호 입력",선택 시 키패드가 노출되며 번호 입력이 정상적으로 이루어진다.
내정보,쿠폰함_009,쿠폰 등록,,1,"1. 유효한 쿠폰번호 입력
2. 등록하기 버튼 클릭",쿠폰등록이 이루어지고 쿠폰내역에 등록된 쿠폰의 내역이 노출된다.
내정보,쿠폰함_010,쿠폰 등록,,1,"1. 유효하지 않은 쿠폰번호 입력
2. 등록하기 버튼 클릭","쿠폰등록이 이루어지지 않고 안내문구가 노출된다.
- 안내문구 : 존재하지 않는 쿠폰번호입니다."
내정보,FAQ_001,FAQ 진입,,1,1. 중상단 우측 FAQ 버튼 클릭,FAQ 페이지로 이동된다.
내정보,FAQ_002,FAQ 페이지 UI,,1,1. FAQ 페이지 UI 확인,"- 뒤로가기 버튼
- 모바일 탭
- VR 탭"
내정보,FAQ_003,모바일 탭 진입,,1,1. 모바일 탭 버튼 클릭,모바일 탭 페이지로 이동된다.
내정보,FAQ_004,모바일 탭 페이지 UI,,1,1. 모바일 탭 UI 확인,"아래의 상세설명 탭 노출
- SPEAKIT 이란 무엇인가요?
- 어떤 종류의 콘텐츠가 있나요?
- 반응형 에피소드에서 원어민의 질문에 답변을 하기가 어려워요.
- KT, LG 등 다른 통신사 고객도 이용할 수 있나요?
- VR 버전은 어떻게 이용할 수 있나요?
- 음성인식 사용법이 너무 어려워요.
- 영상이 처음엔 흐렸다가 점점 선명해지는데 왜 그런건가요?
- 음성인식이 안되는 것 같아요. 얼마나 크게 얘기해야 하나요?
- 한번 구매하면 모바일 버전과 VR 버전을 모두 사용할 수 있나요?
- 환불하고 싶어요.
- VR 사용법이 너무 어려워요."
내정보,FAQ_005,모바일 FAQ 상세설명,,1,1. 각 항목별 FAQ 제목 클릭,항목별 상세설명이 하단으로 펼쳐진다.
내정보,FAQ_006,VR 탭 진입,,1,1. vr 탭 버튼 클릭,VR 페이지로 이동된다.
내정보,FAQ_007,VR 페이지 UI,,1,1. VR 페이지 UI 확인,"아래의 상세설명 탭 노출
- VR에서 SPEAKIT 앱이 2개가 보여요. 어떤 앱을 다운받아야 하는 건가요?
- VR 컨트롤러가 꼭 필요한가요?
- 음성인식 사용법이 어려워요.
- 어떤 VR기기에서 이용할 수 있나요?
- 한번 구매하면 모바일버전과 VR버전을 모두 사용할 수 있나요?
- 음성인식이 안 되는 것 같아요. 얼마나 크게 얘기해야 하나요?
- 환불하고 싶어요."
내정보,FAQ_008,VR FAQ 상세설명,,1,1. 각 항목별 FAQ 제목 클릭,항목별 상세설명이 하단으로 펼쳐진다.
