suite,name,summary,precondition,step_number,step,expectedresult
기억력 퀴즈,쉬움 난이도_012,정답판정(BGM),,,"1. 문제 정답을 맞춤
2. BGM 확인",코인이 짤랑거리는 음원이 재생된다.
기억력 퀴즈,쉬움 난이도_013,오답판정(아바타 동작),,,"1. 문제를 의도적으로 틀림
2. 아바타 동작 확인",아바타가 함정 구멍으로 떨어지는 애니메이션 동작
기억력 퀴즈,쉬움 난이도_014,오답판정(오답 이펙트),,,"1. 문제를 의도적으로 틀림
2. 오답 이펙트 확인",위치한 답안지가 함정구멍처럼 열리는 이펙트가 노출된다.
기억력 퀴즈,쉬움 난이도_015,오답판정(BGM),,,"1. 문제를 의도적으로 틀림
2. BGM 확인",추락하는 음원이 재생된다.
기억력 퀴즈,쉬움 난이도_016,게임 종료,,,1. 총 5문제 풀이를 모두 진행,게임종료 페이지가 노출된다.
기억력 퀴즈,쉬움 난이도_017,게임 종료(성공),,,1. 게임 종료 (성공) 페이지 확인,"- 안내문구 : 성공했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,쉬움 난이도_018,게임 종료(성공),,,1. 게임 종료 (성공) 아바타 액션 확인,성공 시 아바타가 신나하는 애니메이션이 노출된다.
기억력 퀴즈,쉬움 난이도_019,게임 종료(성공),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,쉬움 난이도_020,게임 종료(성공),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,쉬움 난이도_021,게임 종료(성공),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,쉬움 난이도_022,게임 종료(성공),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
기억력 퀴즈,쉬움 난이도_023,게임 종료(실패),,,1. 게임 종료 (실패) 페이지 확인,"- 안내문구 : 실패했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,쉬움 난이도_024,게임 종료(실패),,,1. 게임 종료 (실패) 아바타 액션 확인,실패 시 아바타가 슬퍼하는 액션이 노출된다.
기억력 퀴즈,쉬움 난이도_025,게임 종료(실패),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,쉬움 난이도_026,게임 종료(실패),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,쉬움 난이도_027,게임 종료(실패),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,쉬움 난이도_028,게임 종료(실패),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
기억력 퀴즈,중간 난이도_001,답 선택지,,,1. 중간 난이도 레벨의 답 선택지 갯수 확인,중간 난이도에서는 선택지 3개가 노출된다.
기억력 퀴즈,중간 난이도_002,정답 선택시간,,,"1. 기억력 퀴즈 진입
2. 게임 시작 이후 답 선택 시간 확인",정답을 고를수 있는 시간은 5초이며 5초가 소진될 경우 오답으로 판정된다.
기억력 퀴즈,중간 난이도_003,카운트 다운,,,"1. 기억력 퀴즈 진입
2. 하단 카운트다운 동작 확인","5,4,3,2,1 카운트 다운이 노출된다."
기억력 퀴즈,중간 난이도_004,프로그레스바,,,"1. 기억력 퀴즈 진입
2. 하단 프로그레스바 동작 확인","5,4,3,2,1 카운트다운과 같이 동작되는 프로그레스바가 노출된다."
기억력 퀴즈,중간 난이도_005,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 좌 버튼 선택",좌측 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,중간 난이도_006,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 우 버튼 선택",우측 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,중간 난이도_007,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 상 버튼 선택",상단 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,중간 난이도_008,답안지 선택 BGM,,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",아바타가 답변영역에 위치 될 때 걸음소리 음원이 같이 재생된다.
기억력 퀴즈,중간 난이도_009,답안지 선택 (카운트 활성화),5초 카운트 활성화 상태,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",5초 카운트가 활성화 되어 있는 경우 답안지 변경이 가능하다.
기억력 퀴즈,중간 난이도_010,답안지 선택 (카운트 비활성화),5초 카운트 비활성화 상태,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",5초 카운트가 종료되어 비활성화 되어 있는 경우 답안지 변경이 불가능하다.
기억력 퀴즈,중간 난이도_011,정답판정(아바타 동작),,,"1. 문제 정답을 맞춤
2. 아바타 동작 확인",아바타가 신나서 뛰는 액션을 취한다.
기억력 퀴즈,중간 난이도_012,정답판정(정답 이펙트),,,"1. 문제 정답을 맞춤
2. 정답 이펙트 확인",아바타 위로 코인이 쌓이는 이펙트가 노출된다.
기억력 퀴즈,중간 난이도_013,정답판정(BGM),,,"1. 문제 정답을 맞춤
2. BGM 확인",코인이 짤랑거리는 음원이 재생된다.
기억력 퀴즈,중간 난이도_014,오답판정(아바타 동작),,,"1. 문제를 의도적으로 틀림
2. 아바타 동작 확인",아바타가 함정 구멍으로 떨어지는 애니메이션 동작
기억력 퀴즈,중간 난이도_015,오답판정(오답 이펙트),,,"1. 문제를 의도적으로 틀림
2. 오답 이펙트 확인",위치한 답안지가 함정구멍처럼 열리는 이펙트가 노출된다.
기억력 퀴즈,중간 난이도_016,오답판정(BGM),,,"1. 문제를 의도적으로 틀림
2. BGM 확인",추락하는 음원이 재생된다.
기억력 퀴즈,중간 난이도_017,게임 종료,,,1. 총 5문제 풀이를 모두 진행,게임종료 페이지가 노출된다.
기억력 퀴즈,중간 난이도_018,게임 종료(성공),,,1. 게임 종료 (성공) 페이지 확인,"- 안내문구 : 성공했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,중간 난이도_019,게임 종료(성공),,,1. 게임 종료 (성공) 아바타 액션 확인,성공 시 아바타가 신나하는 애니메이션이 노출된다.
기억력 퀴즈,중간 난이도_020,게임 종료(성공),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,중간 난이도_021,게임 종료(성공),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,중간 난이도_022,게임 종료(성공),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,중간 난이도_023,게임 종료(성공),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
기억력 퀴즈,중간 난이도_024,게임 종료(실패),,,1. 게임 종료 (실패) 페이지 확인,"- 안내문구 : 실패했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,중간 난이도_025,게임 종료(실패),,,1. 게임 종료 (실패) 아바타 액션 확인,실패 시 아바타가 슬퍼하는 액션이 노출된다.
기억력 퀴즈,중간 난이도_026,게임 종료(실패),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,중간 난이도_027,게임 종료(실패),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,중간 난이도_028,게임 종료(실패),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,중간 난이도_029,게임 종료(실패),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
기억력 퀴즈,어려움 난이도_001,답 선택지,,,1. 중간 난이도 레벨의 답 선택지 갯수 확인,중간 난이도에서는 선택지 3개가 노출된다.
기억력 퀴즈,어려움 난이도_002,정답 선택시간,,,"1. 기억력 퀴즈 진입
2. 게임 시작 이후 답 선택 시간 확인",정답을 고를수 있는 시간은 5초이며 5초가 소진될 경우 오답으로 판정된다.
기억력 퀴즈,어려움 난이도_003,카운트 다운,,,"1. 기억력 퀴즈 진입
2. 하단 카운트다운 동작 확인","5,4,3,2,1 카운트 다운이 노출된다."
기억력 퀴즈,어려움 난이도_004,프로그레스바,,,"1. 기억력 퀴즈 진입
2. 하단 프로그레스바 동작 확인","5,4,3,2,1 카운트다운과 같이 동작되는 프로그레스바가 노출된다."
기억력 퀴즈,어려움 난이도_005,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 좌 버튼 선택",좌측 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,어려움 난이도_006,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 우 버튼 선택",우측 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,어려움 난이도_007,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 상 버튼 선택",상단 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,어려움 난이도_008,답안지 선택,,,"1. 기억력 퀴즈 진입
2. 리모콘 하 버튼 선택",하단 답안지로 포커스가 맞춰지며 사용 유저의 아바타가 답변영역 안에 위치한다.
기억력 퀴즈,어려움 난이도_009,답안지 선택 BGM,,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",아바타가 답변영역에 위치 될 때 걸음소리 음원이 같이 재생된다.
기억력 퀴즈,어려움 난이도_010,답안지 선택 (카운트 활성화),5초 카운트 활성화 상태,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",5초 카운트가 활성화 되어 있는 경우 답안지 변경이 가능하다.
기억력 퀴즈,어려움 난이도_011,답안지 선택 (카운트 비활성화),5초 카운트 비활성화 상태,,"1. 기억력 퀴즈 진입
2. 리모콘 상/ 좌/우 버튼 선택",5초 카운트가 종료되어 비활성화 되어 있는 경우 답안지 변경이 불가능하다.
기억력 퀴즈,어려움 난이도_012,정답판정(아바타 동작),,,"1. 문제 정답을 맞춤
2. 아바타 동작 확인",아바타가 신나서 뛰는 액션을 취한다.
기억력 퀴즈,어려움 난이도_013,정답판정(정답 이펙트),,,"1. 문제 정답을 맞춤
2. 정답 이펙트 확인",아바타 위로 코인이 쌓이는 이펙트가 노출된다.
기억력 퀴즈,어려움 난이도_014,정답판정(BGM),,,"1. 문제 정답을 맞춤
2. BGM 확인",코인이 짤랑거리는 음원이 재생된다.
기억력 퀴즈,어려움 난이도_015,오답판정(아바타 동작),,,"1. 문제를 의도적으로 틀림
2. 아바타 동작 확인",아바타가 함정 구멍으로 떨어지는 애니메이션 동작
기억력 퀴즈,어려움 난이도_016,오답판정(오답 이펙트),,,"1. 문제를 의도적으로 틀림
2. 오답 이펙트 확인",위치한 답안지가 함정구멍처럼 열리는 이펙트가 노출된다.
기억력 퀴즈,어려움 난이도_017,오답판정(BGM),,,"1. 문제를 의도적으로 틀림
2. BGM 확인",추락하는 음원이 재생된다.
기억력 퀴즈,어려움 난이도_018,게임 종료,,,1. 총 5문제 풀이를 모두 진행,게임종료 페이지가 노출된다.
기억력 퀴즈,어려움 난이도_019,게임 종료(성공),,,1. 게임 종료 (성공) 페이지 확인,"- 안내문구 : 성공했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,어려움 난이도_020,게임 종료(성공),,,1. 게임 종료 (성공) 아바타 액션 확인,성공 시 아바타가 신나하는 애니메이션이 노출된다.
기억력 퀴즈,어려움 난이도_021,게임 종료(성공),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,어려움 난이도_022,게임 종료(성공),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,어려움 난이도_023,게임 종료(성공),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,어려움 난이도_024,게임 종료(성공),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
기억력 퀴즈,어려움 난이도_025,게임 종료(실패),,,1. 게임 종료 (실패) 페이지 확인,"- 안내문구 : 실패했습니다.
- 점수 노출 영역
- 보상 노출 영역
- 나갈래요 버튼
- 다시할래요 버튼
- 아바타 노출"
기억력 퀴즈,어려움 난이도_026,게임 종료(실패),,,1. 게임 종료 (실패) 아바타 액션 확인,실패 시 아바타가 슬퍼하는 액션이 노출된다.
기억력 퀴즈,어려움 난이도_027,게임 종료(실패),,,1. 점수 확인,"- 문제 1개당 10점 획득
- 총 문제의 정답 수의 비례하여 점수가 정확하게 합산되어 노출된다."
기억력 퀴즈,어려움 난이도_028,게임 종료(실패),,,1. 보상 확인,"- 문제 1개당 10코인 획득
- 총 문제의 정답 수의 비례하여 코인이 정확하게 합산되어 노출된다."
기억력 퀴즈,어려움 난이도_029,게임 종료(실패),,,1. 나갈래요 버튼 클릭,기억력 퀴즈 메인페이지로 이동된다.
기억력 퀴즈,어려움 난이도_030,게임 종료(실패),,,1. 다시할래요 버튼 클릭,동일 난이도로 게임 재시작이 이루어지며 하트 1개가 소진된다.
admin_회원현황,검색영역,일자,,,1. 생성일 드롭다운 메뉴 선택,생성일 / 로그인 선택 가능한 드롭다운 목록 노출
admin_회원현황,검색영역,캘린더,,,1. 시작일 선택,검색이 시작되는 날짜 선택이 완료된다.
admin_회원현황,검색영역,캘린더,,,1. 종료일 선택,검색이 종료되는 날짜 선택이 완료된다.
admin_회원현황,검색영역,성별,,,1. 성별 선택 드롭다운 메뉴 선택,전체 / 남 / 여 선택 가능한 드롭다운 목록 노출
admin_회원현황,검색영역,키워드,,,1. 키워드 검색 영역 확인,게스트 id 입력 가능한 입력 필드 노출
admin_회원현황,검색영역,검색,,,"1. 생성일자 or 로그인일자 선택
2. 시작일 선택
3. 종료일 선택
4. 성별 선택
5. 키워드 검색
6. 리스트 확인",선택한 검색 값과 일치하는 리스트 목록이 노출된다.
admin_회원현황,리스트,컬럼,,,1. 컬럼 목록 확인,번호 / 게스트id / 성별 / 게스트 id 생성일 / 참여수 / 성공수 / 누적 점수 / 누적 획득 코인 / 최근 로그인 일시 노출
admin_회원현황,리스트,디폴트 노출 순서 확인,,,1. 리스트 목록 디폴트 노출 순서 확인,최근로그인 기준 내림차순으로 노출된다.
admin_회원현황,리스트,엑셀 다운로드,,,1. 엑셀다운로드 버튼 클릭,리스트 내역이 엑셀로 다운로드 된다.
admin_회원현황,리스트,회원 상세정보,,,1. 리스트에서 게스트 id 클릭,해당 회원의 상세정보 페이지로 이동된다.
admin_회원현황,상세정보,상세정보 페이지,,,1. 회원 상세정보 페이지 ui 확인,"- 회원정보 노출 영역
- 게임 참여현황 노출 영역
- 엑셀 다운로드 버튼
- 목록으로 이동 버튼"
admin_회원현황,상세정보,회원정보,,,1. 회원정보 노출 확인,"게스트 id / 성별 / 생성일시 / 참여수 / 성공수 / 누적 점수 / 누적 획득 코인 / 최근로그인 일시
위의 정보가 정상적으로 노출된다."
admin_회원현황,상세정보,참여현황,,,1. 참여현황 노출 확인,"번호 / 게임 유형 / 난이도 / 결과 / 점수 / 획득 코인 / 참여일시
위의 정보가 정상적으로 노출된다."
admin_회원현황,상세정보,엑셀다운로드,,,1. 엑셀다운로드 버튼 클릭,회원 상세정보가 엑셀로 다운로드된다.
admin_회원현황,상세정보,목록,,,1. 목록으로 이동 버튼 클릭,회원현황 페이지로 이동이 이루어진다.
admin_참여현황,검색영역,일자,,,1. 참여일 확인,일자 선택은 참여일자로 고정
admin_참여현황,검색영역,캘린더,,,1. 시작일 선택,검색이 시작되는 날짜 선택이 완료된다.
admin_참여현황,검색영역,캘린더,,,1. 종료일 선택,검색이 종료되는 날짜 선택이 완료된다.
admin_참여현황,검색영역,유형,,,1. 유형 선택 드롭다운 메뉴 선택,전체 / 스피드 / 기억력 선택이 가능하다.
admin_참여현황,검색영역,난이도,,,1. 난이도 선택 드롭다운 메뉴 선택,쉬움 / 중간 / 어려움 선택이 가능하다.
admin_참여현황,검색영역,결과,,,1. 결과 선택 드롭다운 메뉴 선택,성공 / 실패 선택이 가능하다.
admin_참여현황,검색영역,검색,,,"1. 참여일 선택
2. 시작일 선택
3. 종료일 선택
4. 유형 선택
5. 난이도 선택
6. 결과 선택
7. 리스트 확인",선택한 검색 값과 일치하는 리스트 목록이 노출된다.
admin_참여현황,리스트,컬럼,,,1. 컬럼 목록 확인,참여 번호 / 유형 / 난이도 / 결과 / 점수 / 획득 코인 / 참여자 / 참여일시 컬럼 노출
admin_참여현황,리스트,디폴트 노출 순서 확인,,,1. 리스트 목록 디폴트 노출 순서 확인,참여번호 기준 내림차순으로 노출된다.
admin_참여현황,리스트,엑셀 다운로드,,,1. 엑셀다운로드 버튼 클릭,리스트 내역이 엑셀로 다운로드 된다.
